Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.0,6,64.0,36792.14035087719,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7179718017578125E-5,100,0.0,DDOS-SYN_FLOOD
20.52,6,63.85,2090.816825020189,0.0,0.99,0.0,0.0,0.03,0.0,0.0,3,99,0,0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7442,60,1474,74.42,141.38543779400348,74.42,4.782819747924E-4,100,19989.842020202024,DOS-SYN_FLOOD
0.0,1,64.0,37623.82490132759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.680063247680664E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,36348.938382875465,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.752065658569336E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,19253.174202432867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.194902420043945E-5,100,0.0,DDOS-TCP_FLOOD
7.92,17,64.0,4123.908875495295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,54536,60,554,545.36,61.4201493605702,545.36,2.450489997863E-4,100,3772.434747474752,MIRAI-UDPPLAIN
0.0,1,64.0,18573.66043751661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.384922027587891E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,23137.157987643423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6090,60,90,60.9,5.143398239932955,60.9,4.798173904418945E-5,100,26.45454545454541,DDOS-UDP_FLOOD
0.0,1,64.0,21445.464771449024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.663944244384766E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,49730.89874318236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0108222961425785E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,37372.39597255636,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.676963806152344E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,21925.26921066388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.560947418212891E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,33931.75309440984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.947092056274414E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,30693.772411269667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.259181976318359E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,23299.10009998889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.292011260986328E-5,100,0.0,DOS-TCP_FLOOD
8.8,17,63.85,10899.10869734688,0.0,0.01,0.0,0.01,0.03,0.0,0.0,3,1,0,0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,0.0,1.0,1.0,6222,60,262,62.22,20.236770213817863,62.22,9.206056594848631E-5,100,409.526868686866,DDOS-UDP_FLOOD
0.0,47,64.0,4790.150866253241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,2.105212211608E-4,100,0.0,MIRAI-GREIP_FLOOD
8.24,17,63.36,18053.994490358127,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.0,0.01,0.0,0.0,0.99,0.99,6014,60,74,60.14,1.399999999999999,60.14,5.5398941040039066E-5,100,1.9599999999999973,DDOS-UDP_FLOOD
7.84,17,67.82,7259.595679867073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,1.0,1.0,6020,60,70,60.2,1.4070529413628965,60.2,1.377487182617E-4,100,1.9797979797979783,DOS-UDP_FLOOD
20.0,6,64.0,20721.822044365395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.012035369873047E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,23261.627197604128,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.3001174926757816E-5,100,0.0,DDOS-RSTFINFLOOD
19.8,6,63.36,16597.958053027305,0.0,0.81,0.18,0.0,0.0,0.0,0.0,0,81,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.025791168212891E-5,100,0.0,DDOS-SYN_FLOOD
20.56,6,64.0,128699.11015648973,0.0,1.0,0.0,0.0,0.14,0.0,0.0,14,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.770061492919923E-6,100,0.0,DOS-SYN_FLOOD
32.0,6,115.0,705.0672404518558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10796,66,1514,1079.6,699.4504509494102,1079.6,0.001590609550476,10,489230.93333333335,BENIGN
8.0,17,64.0,13524.341405217168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.394075393676758E-5,100,0.0,DOS-UDP_FLOOD
20.0,6,64.0,156270.64083457526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.3991546630859375E-6,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,32216.79084415085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.104925155639648E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,24844.82881175216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.624128341674805E-5,100,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,140418.61399397388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.131099700927734E-6,100,0.0,DDOS-ICMP_FLOOD
19.88,6,65.91,12193.807599499956,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6154,60,214,61.54,15.399999999999975,61.54,8.202075958251953E-5,100,237.1599999999993,DOS-SYN_FLOOD
0.0,1,64.0,96888.5192885193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.0330677032470704E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,39681.21097445601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.520084381103516E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,21677.109928161663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.613161087036133E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,34600.758950668205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.92205810546875E-5,100,0.0,DOS-TCP_FLOOD
0.0,47,63.36,4325.808580858085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668,60,592,586.68,53.199999999999896,586.68,2.311706542968E-4,100,2830.2399999999893,MIRAI-GREETH_FLOOD
8.0,17,64.0,30220.505800129693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.309011459350586E-5,100,0.0,DOS-UDP_FLOOD
20.0,6,64.0,29905.910873440283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.343820571899414E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.08,47,63.85,3023.0743172628527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,1.0,58674,66,592,586.74,52.59999999999993,586.74,3.331589698791E-4,100,2766.759999999993,MIRAI-GREETH_FLOOD
20.0,6,64.0,10356.306172839506,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.656906127929688E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,108576.33963241005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.21010971069336E-6,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,31990.72534513004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.127098083496094E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,17963.52734592488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.567789077758789E-5,100,0.0,DDOS-ICMP_FLOOD
20.08,6,64.0,30508.466686063428,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6038,60,84,60.38,2.766246773540136,60.38,3.277778625488281E-5,100,7.652121212121212,DDOS-SYN_FLOOD
8.0,17,64.0,20929.660678642715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.778861999511719E-5,100,0.0,DDOS-UDP_FLOOD
0.16,1,65.91,5299.116877866357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999986,61.7,1.887202262878E-4,100,288.99999999999955,DDOS-ICMP_FLOOD
19.8,6,63.36,9851.102708034854,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.01511478424E-4,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,36311.17652151329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7551651000976563E-5,100,0.0,DDOS-TCP_FLOOD
20.12,6,64.0,11845.639403524629,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6053,60,113,60.53,5.3000000000000105,60.53,8.442878723144531E-5,100,28.09000000000011,DDOS-PSHACK_FLOOD
8.0,17,64.0,11230.932362234242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16200,162,162,162.0,0.0,162.0,8.924007415771485E-5,100,0.0,DOS-UDP_FLOOD
19.84,6,64.31,1573.841749186682,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.7999999999999896,60.38,6.353878974914E-4,100,14.43999999999992,DOS-TCP_FLOOD
20.0,6,64.0,34735.43685300207,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.880096435546875E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,16755.7686161713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.99813461303711E-5,100,0.0,DOS-TCP_FLOOD
27.2,6,93.7,73.85196167160268,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2820,66,835,282.0,302.0754136892898,282.0,0.0172343015670776,10,91249.55555555556,DNS_SPOOFING
20.0,6,64.0,46947.66062234162,0.0,0.0,0.15,0.85,0.85,0.0,0.0,85,0,0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1312236785888672E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,14186.240952445376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.049083709716797E-5,100,0.0,DOS-UDP_FLOOD
8.0,17,64.0,27203.94344272928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.700971603393554E-5,100,0.0,DDOS-UDP_FLOOD
0.0,1,64.0,105943.52109118464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.448528289794922E-6,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,7433.28252933045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.345300674438E-4,100,0.0,DOS-TCP_FLOOD
0.0,1,64.0,54203.98035668131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8460750579833983E-5,100,0.0,DDOS-ICMP_FLOOD
7.92,17,64.0,13713.59816903711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.7999999999999967,60.38,7.29203224182129E-5,100,14.439999999999976,DOS-UDP_FLOOD
20.0,6,64.0,12530.035251239768,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.982015609741211E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,27909.928134149588,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.582954406738281E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,24330.320784268228,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0,99,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.110097885131836E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,13208.326247834986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.570981979370117E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,32340.99776389853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.092050552368164E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,47100.55025266704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5699138641357423E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,50735.502600701584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.971006393432617E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.08,47,63.36,4273.143497529418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.99,0.99,58136,60,592,581.36,74.85521648050583,581.36,2.343392372131E-4,100,5603.303434343393,MIRAI-GREETH_FLOOD
20.0,6,64.0,42264.248286981056,0.0,0.0,0.19,0.0,0.19,0.0,0.0,19,0,0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.366065979003906E-5,100,0.0,DOS-TCP_FLOOD
17.6,17,85.5,178.60338359471808,0.1,0.0,0.0,0.2,0.4,0.0,0.0,4,0,1,0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1660,60,441,166.0,141.1437407593959,166.0,0.0056643962860107,10,19921.555555555555,RECON-OSSCAN
20.0,6,64.0,63820.8155812538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5668869018554687E-5,100,0.0,DDOS-SYN_FLOOD
20.12,6,65.74,28474.56890699253,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6006,60,66,60.06,0.6,60.06,3.512859344482422E-5,100,0.3599999999999999,DDOS-SYNONYMOUSIP_FLOOD
4.08,17,65.91,3489.7860019303093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,1.0,1.0,93668,230,1514,936.68,580.3770435908649,936.68,3.645992279052E-4,100,336837.5127272727,DDOS-UDP_FRAGMENTATION
8.0,17,62.97,15620.0804409355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11925,60,1074,119.25,227.397945807731,119.25,6.402015686035156E-5,100,51709.82575757576,DOS-UDP_FLOOD
0.0,1,64.0,43401.32450331126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.3050308227539064E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,33112.05494592248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.0210018157958983E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
7.92,17,63.36,44582.31292517007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,2.2439956665039064E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,21088.56151641611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.742860794067383E-5,100,0.0,DDOS-SYN_FLOOD
19.76,6,66.49,38771.52893325938,0.0,0.0,0.0,0.98,0.98,0.0,0.0,98,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,6047,60,86,60.47,3.32561226989813,60.47,2.5792121887207036E-5,100,11.059696969696992,DDOS-PSHACK_FLOOD
0.0,1,64.0,57104.206943498975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8150806427001952E-5,100,0.0,DDOS-ICMP_FLOOD
8.12,17,63.23,28161.031287766888,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,18159,105,218,181.59,8.532877591996735,181.59,3.551959991455078E-5,100,72.81000000000002,DOS-UDP_FLOOD
